National,Pokemon,HP,Att,Def,SpA,SpD,Spe,PPs,Type 1,Type 2,Altura,Height,Peso,Weight,Min. Level,Evolv,Description,Descripción,Ab 1,Ab 2,H Ab,% Male,Tm moves,Lvl 1 (1-14),Lvl 2 (15-20),Lvl 3 (21 - 23),Lvl 4 (24 - 27),Lvl 5 (28-31),Lvl 6 (32 - 35),Lvl 7 (36 - 39),Lvl 8 (40 - 41),Lvl 9 (42 - 50),Lvl 10 (51 -
556,Maractus,75,86,67,106,67,60,25,Grass,,Pequeño,Small,Ligero,Lightweight,4,,"When it moves rhythmically, it makes a sound similar to maracas, making the surprised Pokémon flee.",Mueven su cuerpo de manera rítmica y emiten un sonido como el de las maracas. Los Pokémon que se sorprenden huyen.,Water Absorb,Chlorophyll,Storm Drain,50%,"Toxic, Hidden Power, Sunny Day, Protect, Safeguard, Frustration, SolarBeam, Return, Double Team, Aerial Ace, Facade, Rest, Attract, Round, Energy Ball, Poison Jab, Grass Knot, Swagger, Substitute","Peck, Absorb, Sweet Scent, Growth, Pin Missile, Mega Drain","Synthesis, Cotton Spore",Needle Arm,Giga Drain,Acupressure,Ingrain,Petal Dance,,"Sucker Punch, Sunny Day, SolarBeam","Cotton Guard, After You"
557,Dwebble,50,65,85,35,35,55,25,Bug,Rock,Diminuto,Tiny,Ligero,Lightweight,1,,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.","Si encuentran una piedra de tamaño ideal, segregan un líquido por la boca para crear un agujero y deslizarse dentro.",Sturdy,Shell Armor,Weak Armor,50%,"Hone Claws, Toxic, Hidden Power, Protect, Frustration, SolarBeam, Smack Down, Earthquake, Return, Dig, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Shadow Claw, Rock Polish, Stone Edge, Swords Dance, Struggle Bug, Bulldoze, Rock Slide, X-Scissor, Poison Jab, Swagger, Substitute, Rock Smash, Cut, Strength","Fury Cutter, Rock Blast, Withdraw, Sand-Attack, Faint Attack","Smack Down, Rock Polish",Bug Bite,Stealth Rock,"Rock Slide, Slash",X-Scissor,Shell Smash,Flail,Rock Wrecker,
558,Crustle,70,95,125,65,75,45,25,Bug,Rock,Mediano,Medium,Intermedio,Middleweight,5,lvl,"When its boulder is broken in battles for territory, it feels unsure and begins to weaken.","Si la roca que lleva sobre sus espaldas se quiebra en un combate territorial, se siente inseguro y se hace más débil.",Sturdy,Shell Armor,Weak Armor,50%,"Hone Claws, Toxic, Hidden Power, Hyper Beam, Protect, Frustration, SolarBeam, Smack Down, Earthquake, Return, Dig, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Shadow Claw, Giga Impact, Rock Polish, Stone Edge, Swords Dance, Struggle Bug, Bulldoze, Rock Slide, X-Scissor, Poison Jab, Swagger, Substitute, Rock Smash, Cut, Strength","Shell Smash, Rock Blast, Withdraw, Sand-Attack, Faint Attack","Smack Down, Rock Polish",Bug Bite,Stealth Rock,"Rock Slide, Slash",,X-Scissor,,"Shell Smash, Flail",Rock Wrecker
559,Scraggy,50,75,70,35,70,48,25,Dark,Fighting,Pequeño,Small,Ligero,Lightweight,3,,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",Está orgulloso de su sólido cráneo. Reparte cabezazos a diestro y siniestro con tal vehemencia que él mismo se marea.,Shed Skin,Moxie,Intimidate,50%,"Dragon Claw, Roar, Toxic, Bulk Up, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Smack Down, Return, Dig, Brick Break, Double Team, Sludge Bomb, Rock Tomb, Torment, Facade, Rest, Attract, Low Sweep, Round, Focus Blast, Fling, Incinerate, Payback, Retaliate, Stone Edge, Rock Slide, Dragon Tail, Work Up, Poison Jab, Grass Knot, Swagger, Substitute, Rock Smash, Snarl, Strength","Leer, Low Kick, Sand-Attack, Faint Attack, Headbutt","Swagger, Brick Break",Payback,Chip Away,Hi Jump Kick,Scary Face,Crunch,,"Facade, Rock Climb, Focus Punch",Head Smash
560,Scrafty,65,90,115,45,115,58,25,Dark,Fighting,Mediano,Medium,Ligero,Lightweight,6,lvl,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is.","Se protege de los ataques con la muda de su piel mientras reparte patadas. Cuando mayor es su cresta, más se le respeta.",Shed Skin,Moxie,Intimidate,50%,"Dragon Claw, Roar, Toxic, Bulk Up, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Smack Down, Return, Dig, Brick Break, Double Team, Sludge Bomb, Rock Tomb, Torment, Facade, Rest, Attract, Thief, Low Sweep, Round, Focus Blast, Fling, Incinerate, Payback, Retaliate, Giga Impact, Stone Edge, Rock Slide, Dragon Tail, Work Up, Poison Jab, Grass Knot, Swagger, Substitute, Rock Smash, Snarl, Strength","Leer, Low Kick, Sand-Attack, Faint Attack, Headbutt","Swagger, Brick Break",Payback,Chip Away,Hi Jump Kick,Scary Face,Crunch,,Facade,"Rock Climb, Focus Punch, Head Smash"
561,Sigilyph,72,58,80,103,80,97,25,Psychic,Flying,Mediano,Medium,Ligero,Lightweight,4,,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",Deidad protectora de una antigua ciudad. Siempre merodea por la misma ruta y permanece alerta en busca de intrusos.,Wonder Skin,Magic Guard,Tinted Lens,50%,"Psyshock, Calm Mind, Toxic, Hidden Power, Ice Beam, Hyper Beam, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, SolarBeam, Smack Down, Return, Psychic, Shadow Ball, Double Team, Reflect, Aerial Ace, Facade, Rest, Attract, Thief, Round, Energy Ball, Charge Beam, Flash, Thunder Wave, Psych Up, Dream Eater, Swagger, Pluck, Substitute, Flash Cannon, Trick Room, Fly","Gust, Miracle Eye, Hypnosis, Psywave, Tailwind, Whirlwind",Psybeam,Air Cutter,Light Screen,"Reflect, Synchronoise",Mirror Move,Gravity,Air Slash,"Psychic, Cosmic Power",Sky Attack
562,Yamask,38,30,85,55,65,30,25,Ghost,,Pequeño,Small,Peso pluma,Featherweight,3,,These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life.,Almas de humanos sepultados en tumbas que han adquirido forma de Pokémon. Recuerdan su vida antes de la muerte.,Mummy,Mummy,Mummy,50%,"Calm Mind, Toxic, Hidden Power, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Return, Psychic, Shadow Ball, Double Team, Facade, Rest, Attract, Thief, Round, Energy Ball, Will-O-Wisp, Embargo, Payback, Flash, Psych Up, Dream Eater, Swagger, Substitute, Trick Room","Astonish, Protect, Disable, Haze, Night Shade",Hex,Will-O-Wisp,Ominous Wind,Curse,Power Split,Shadow Ball,Grudge,"Mean Look, Destiny Bond",
563,Cofagrigus,58,50,145,95,105,30,25,Ghost,,Mediano,Medium,Intermedio,Middleweight,6,lvl,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,Atrapan en su interior a los ladrones de tumbas que los confunden con ataúdes de verdad.,Mummy,Mummy,Mummy,50%,"Calm Mind, Toxic, Hidden Power, Hyper Beam, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Return, Psychic, Shadow Ball, Double Team, Facade, Rest, Attract, Thief, Round, Energy Ball, Will-O-Wisp, Embargo, Payback, Giga Impact, Flash, Psych Up, Dream Eater, Grass Knot, Swagger, Substitute, Trick Room","Astonish, Protect, Disable, Haze, Night Shade",Hex,Will-O-Wisp,Ominous Wind,Curse,"Power Split, Scary Face",Shadow Ball,,Grudge,"Mean Look, Destiny Bond"
564,Tirtouga,54,78,103,53,45,22,25,Water,Rock,Pequeño,Small,Ligero,Lightweight,3,,This Pokémon was restored from a fossil. It swam skillfully and dove to depths beyond half a mile.,Pokémon renacido a partir de un fósil. Es muy hábil nadando y puede sumergirse a una profundidad de 1000 m.,Solid Rock,Sturdy,Swift Swim,80%,"Toxic, Hidden Power, Ice Beam, Blizzard, Protect, Rain Dance, Frustration, Smack Down, Earthquake, Return, Dig, Double Team, Sandstorm, Rock Tomb, Facade, Rest, Attract, Round, Scald, Rock Polish, Stone Edge, Bulldoze, Rock Slide, Swagger, Substitute, Rock Smash, Surf, Strength, Waterfall, Dive","Bide, Withdraw, Water Gun, Rollout, Bite, Protect","Aqua Jet, AncientPower",Crunch,Wide Guard,"Brine, Smack Down",Curse,Shell Smash,Aqua Tail,"Rock Slide, Rain Dance",Hydro Pump
565,Carracosta,74,108,133,83,65,32,25,Water,Rock,Mediano,Medium,Intermedio,Middleweight,6,lvl,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",Un golpe con sus desarrolladas aletas delanteras puede hacer perder a un rival el conocimiento o romperle los huesos.,Solid Rock,Sturdy,Swift Swim,80%,"Toxic, Hidden Power, Ice Beam, Blizzard, Hyper Beam, Protect, Rain Dance, Frustration, Smack Down, Earthquake, Return, Dig, Double Team, Sandstorm, Rock Tomb, Facade, Rest, Attract, Round, Focus Blast, Scald, Giga Impact, Rock Polish, Stone Edge, Bulldoze, Rock Slide, Swagger, Substitute, Rock Smash, Surf, Strength, Waterfall, Dive","Bide, Withdraw, Water Gun, Rollout, Bite, Protect","Aqua Jet, AncientPower",Crunch,Wide Guard,"Brine, Smack Down",Curse,,Shell Smash,Aqua Tail,"Rock Slide, Rain Dance, Hydro Pump"
566,Archen,55,112,45,74,45,70,25,Rock,Flying,Pequeño,Small,Ligero,Lightweight,3,,"It was revived from an ancient fossil. Not able to fly, it lived in treetops and hopped from one branch to another.",Ha renacido a partir de fósiles antiguos. Vive en la copa de los árboles y salta de una rama a otra porque no puede volar.,Defeatist,Defeatist,Defeatist,80%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Taunt, Protect, Frustration, Smack Down, Earthquake, Return, Dig, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Round, Acrobatics, Shadow Claw, Rock Polish, Stone Edge, Bulldoze, Rock Slide, Swagger, Pluck, U-turn, Substitute, Rock Smash, Cut","Qick, Leer, Wing Attack, Rock Throw, Double Team, Scary Face","Pluck, AncientPower",Agility,Quick Guard,"Acrobatics, DragonBreath",Crunch,Endeavor,U-turn,"Rock Slide, Dragon Claw",Thrash
567,Archeops,75,140,65,112,65,110,25,Rock,Flying,Mediano,Medium,Ligero,Lightweight,6,lvl,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,Corre a mayor velocidad de la que puede volar. Alcanza una velocidad de 40 km/h antes de alzarse en vuelo hacia el cielo.,Defeatist,Defeatist,Defeatist,80%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Taunt, Hyper Beam, Protect, Frustration, Smack Down, Earthquake, Return, Dig, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Round, Focus Blast, Acrobatics, Shadow Claw, Giga Impact, Rock Polish, Stone Edge, Bulldoze, Rock Slide, Dragon Tail, Swagger, Pluck, U-turn, Substitute, Rock Smash, Cut, Fly","Qick, Leer, Wing Attack, Rock Throw, Double Team, Scary Face","Pluck, AncientPower",Agility,Quick Guard,"Acrobatics, DragonBreath",Crunch,,Endeavor,U-turn,"Rock Slide, Dragon Claw, Thrash"
568,Trubbish,50,50,62,40,62,65,25,Poison,,Pequeño,Small,Ligero,Lightweight,1,,"Wanting more garbage, they follow people who litter. They always belch poison gas.","Para hacerse con más basura, sigue a gente que arroja desperdicios al suelo. Despide continuamente gases nocivos.",Stench,Sticky Hold,Aftermath,50%,"Toxic, Venoshock, Hidden Power, Sunny Day, Protect, Rain Dance, Frustration, Return, Double Team, Sludge Wave, Sludge Bomb, Facade, Rest, Attract, Thief, Round, Explosion, Payback, Swagger, Substitute","Pound, Poison Gas, Recycle, Toxic Spikes, Acid Spray, DoubleSlap",Sludge,"Stockpile, Swallow",Take Down,Sludge Bomb,Clear Smog,Toxic,Amnesia,"Gunk Shot, Explosion",
569,Garbodor,80,95,92,60,82,75,25,Poison,,Mediano,Medium,Intermedio,Middleweight,7,lvl,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,Absorbe y procesa en su interior basura para generar nuevos gases nocivos y líquidos venenosos de alta virulencia.,Stench,Weak Armor,Aftermath,50%,"Toxic, Venoshock, Hidden Power, Sunny Day, Hyper Beam, Protect, Rain Dance, Frustration, SolarBeam, Smack Down, Thunderbolt, Return, Psychic, Double Team, Sludge Wave, Sludge Bomb, Facade, Rest, Attract, Thief, Round, Focus Blast, Fling, Explosion, Payback, Giga Impact, Rock Polish, Swagger, Substitute","Pound, Poison Gas, Recycle, Toxic Spikes, Acid Spray, DoubleSlap",Sludge,"Stockpile, Swallow",Body Slam,Sludge Bomb,Clear Smog,Toxic,,Amnesia,"Gunk Shot, Explosion"
570,Zorua,40,65,40,80,40,65,25,Dark,,Pequeño,Small,Ligero,Lightweight,1,,"It changes so it looks just like its foe, tricks it, and then uses that opportunity to flee.",Adopta la apariencia de su enemigo para engañarlo vilmente y aprovecha su estupor para poner tierra por medio.,Illusion,Illusion,Illusion,80%,"Hone Claws, Calm Mind, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Dig, Shadow Ball, Double Team, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Round, Fling, Incinerate, Embargo, Payback, Retaliate, Swords Dance, Psych Up, Grass Knot, Swagger, U-turn, Substitute, Snarl, Cut","Scratch, Leer, Pursuit, Fake Tears, Fury Swipe",Faint Attack,Scary Face,Taunt,Foul Play,Torment,Agility,Embargo,"Punishment, Nasty Plot","Imprison, Night Daze"
571,Zoroark,60,105,60,120,60,105,25,Dark,,Mediano,Medium,Intermedio,Middleweight,5,lvl,Stories say those who tried to catch Zoroark were trapped in an illusion and punished.,"Se dice que Zoroark atrapa en un mundo de ilusiones a quien lo intenta atrapar y que, de esta manera, lo castiga.",Illusion,Illusion,Illusion,80%,"Hone Claws, Calm Mind, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Return, Dig, Shadow Ball, Double Team, Flamethrower, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Low Sweep, Round, Focus Blast, Fling, Incinerate, Embargo, Shadow Claw, Payback, Retaliate, Giga Impact, Swords Dance, Psych Up, Grass Knot, Swagger, U-turn, Substitute, Rock Smash, Snarl, Cut","U-turn, Scratch, Leer, Pursuit, Hone Claws, Fury Swipes",Faint Attack,Scary Face,Taunt,"Foul Play, Night Slash",Torment,Agility,,"Embargo, Punishment","Nasty Plot, Imprison, Night Daze"
572,Minccino,55,50,40,40,40,75,25,Normal,,Diminuto,Tiny,Ligero,Lightweight,1,,Minccino greet each other by grooming one another thoroughly with their tails.,Se saludan entre sí frotándose la cola y limpiándosela a conciencia.,Cute Charm,Technician,Skill Link,30%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Protect, Rain Dance, Safeguard, Frustration, Thunderbolt, Return, Dig, Double Team, Facade, Rest, Attract, Thief, Round, Echoed Voice, Fling, Retaliate, Thunder Wave, Work Up, Grass Knot, Swagger, U-turn, Substitute","Pound, Growl, Helping Hand, Tickle, Double Slap","Encore, Swift",Sing,"Tail Slap, Charm",Wake-Up Slap,Echoed Voice,"Slam, Captivate",,"Hyper Voice, Last Resort, After You",
573,Ciccino,75,95,60,65,60,115,25,Normal,,Pequeño,Small,Ligero,Lightweight,5,stn,"Cinccino's body is coated in a special oil that helps it deflect attacks, such as punches.",El cuerpo de Cinccino está recubierto por una grasa especial que hace que los golpes y ataques enemigos no acierten.,Cute Charm,Technician,Skill Link,30%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Hyper Beam, Light Screen, Protect, Rain Dance, Safeguard, Frustration, Thunderbolt, Thunder, Return, Dig, Double Team, Facade, Rest, Attract, Thief, Round, Echoed Voice, Focus Blast, Fling, Retaliate, Giga Impact, Thunder Wave, Work Up, Grass Knot, Swagger, U-turn, Substitute","Bullet Seed, Rock Blast, Helping Hand, Tickle, Sing, Tail Slap",,,,,,,,,
574,Gothita,45,30,50,55,65,45,25,Psychic,,Diminuto,Tiny,Ligero,Lightweight,3,,It stares intently at everything. It can become so obsessed with watching that it doesn't notice attacks.,"Observa fijamente cualquier cosa, tanto que, en más de una ocasión, no se da cuenta de que un enemigo lo ataca.",Frisk,Frisk,Shadow Tag,30%,"Psyshock, Calm Mind, Toxic, Hidden Power, Taunt, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunderbolt, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Torment, Facade, Rest, Attract, Thief, Round, Energy Ball, Fling, Charge Beam, Embargo, Payback, Flash, Thunder Wave, Psych Up, Rock Slide, Dream Eater, Grass Knot, Swagger, Substitute, Trick Room","Pound, Confusion, Tickle, Fake Tears, Doubleslap","Psybeam, Embargo",,"Faint Attack, Psyshock","Flatter, Future Sight",Heal Block,Psychic,Telekinesis,"Charm, Maic Room",
575,Gothorita,60,45,70,75,85,55,25,Psychic,,Pequeño,Small,Ligero,Lightweight,6,lvl,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.","Según muchas leyendas, durante las noches estrelladas controlan a los niños que duermen, tan solo como diversión.",Frisk,Frisk,Shadow Tag,30%,"Psyshock, Calm Mind, Toxic, Hidden Power, Taunt, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunderbolt, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Torment, Facade, Rest, Attract, Thief, Round, Energy Ball, Fling, Charge Beam, Embargo, Payback, Flash, Thunder Wave, Psych Up, Rock Slide, Dream Eater, Grass Knot, Swagger, Substitute, Trick Room","Pound, Confusion, Tickle, Fake Tears, DoubleSlap","Psybeam, Embargo",,"Faint Attack, Psyshock","Flatter, Future Sight",Heal Block,Psychic,,"Telekinesis, Charm",Magic Room
576,Gothitelle,70,55,95,95,110,65,25,Psychic,,Mediano,Medium,Ligero,Lightweight,9,lvl,"It can see the future from the movement of the stars. When it learns its Trainer's life span, it cries in sadness.","Predice el futuro a partir del movimiento de las estrellas. Al saber cuando morirá su Entrenador, emite alaridos de pena.",Frisk,Frisk,Shadow Tag,30%,"Psyshock, Calm Mind, Toxic, Hidden Power, Taunt, Hyper Beam, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunderbolt, Return, Psychic, Shadow Ball, Brick Break, Double Team, Reflect, Rock Tomb, Torment, Facade, Rest, Attract, Thief, Low Sweep, Round, Energy Ball, Fling, Charge Beam, Embargo, Payback, Giga Impact, Flash, Thunder Wave, Psych Up, Rock Slide, Dream Eater, Grass Knot, Swagger, Substitute, Trick Room","Pound, Confusion, Tickle, Fake Tears, DoubleSlap","Psybeam, Embargo",,"Faint Attack, Psyshock","Flatter, Future Sight",Heal Block,Psychic,,Telekinesis,"Charm, Maic Room"
577,Solosis,45,30,40,105,50,20,25,Psychic,,Diminuto,Tiny,Peso pluma,Featherweight,3,,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe.","Gracias a la sustancia viscosa que envuelve su cuerpo, permanece tranquilo por dura o rigurosa que sea la situación.",Overcoat,Magic Guard,Regenerator,50%,"Psyshock, Calm Mind, Toxic, Hidden Power, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunder, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Attract, Round, Energy Ball, Embargo, Explosion, Flash, Thunder Wave, Gyro Ball, Psych Up, Rock Slide, Dream Eater, Swagger, Substitute, Flash Cannon, Trick Room","Psywave, Reflect, Rollout, Snatch, Hidden Power","Light Screen, Charm",,"Recover, Psyshock","Endeavor, Future Sight",Plain Split,Psychic,Skill Swap,"Heal Block, Wonder Room",
578,Duosion,65,40,50,125,60,30,25,Psychic,,Pequeño,Small,Ligero,Lightweight,6,lvl,"When their two divided brains think the same thoughts, their psychic power is maximized.","Cuando las dos partes de su cerebro piensan lo mismo, saca todo su poder a relucir.",Overcoat,Magic Guard,Regenerator,50%,"Psyshock, Calm Mind, Toxic, Hidden Power, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunder, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Attract, Round, Energy Ball, Embargo, Explosion, Flash, Thunder Wave, Gyro Ball, Psych Up, Rock Slide, Dream Eater, Swagger, Substitute, Flash Cannon, Trick Room","Psywave, Reflect, Rollout, Snatch, Hidden Power","Light Screen, Charm",,"Recover, Psyshock","Endeavor, Future Sight",Plain Split,Psychic,,"Skill Swap, Heal Block",Wonder Room
579,Reuniclus,110,65,75,125,85,30,25,Psychic,,Pequeño,Small,Ligero,Lightweight,9,lvl,"They use psychic power to control their arms, which are made of a special liquid. They can crush boulders psychically.",Hacen gala de su poder psíquico y mueven sus brazos compuestos de líquido para controlar rocas y hacerlas añicos.,Overcoat,Magic Guard,Regenerator,50%,"Psyshock, Calm Mind, Toxic, Hidden Power, Hyper Beam, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunder, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Attract, Round, Focus Blast, Energy Ball, Fling, Embargo, Explosion, Giga Impact, Flash, Thunder Wave, Gyro Ball, Psych Up, Rock Slide, Dream Eater, Grass Knot, Swagger, Substitute, Flash Cannon, Trick Room, Rock Smash, Strength","Psywave, Reflect, Rollout, Snatch, Hidden Power","Light Screen, Charm",,"Recover, Psyshock","Endeavor, Future Sight",Plain Split,Psychic,,Skill Swap,"Heal Block, Wonder Room"
580,Ducklett,62,44,50,44,50,55,25,Water,Flying,Pequeño,Small,Ligero,Lightweight,2,,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.","Nada a mayor velocidad de la que puede volar. Se sumerge en el agua para buscar musgo acuático, su comida favorita.",Keen Eye,Big Pecks,Hydration,50%,"Toxic, Hail, Hidden Power, Ice Beam, Protect, Rain Dance, Frustration, Return, Double Team, Aerial Ace, Facade, Rest, Attract, Round, Scald, Swagger, Pluck, Substitute, Fly, Surf, Dive","Water Gun, Water Sport, Defog, Wing Attack, Water Pulse","Aerial Ace, BubbleBeam",FeatherDance,"Aqua Ring, Air Slash",Roost,Rain Dance,Tailwind,Brave Bird,Hurricane,
581,Swanna,75,87,63,87,63,98,25,Water,Flying,Mediano,Medium,Ligero,Lightweight,6,lvl,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles.","Aunque no lo parezca por su grácil elegancia, puede batir con fuerza las alas y volar durante miles de kilómetros.",Keen Eye,Big Pecks,Hydration,50%,"Toxic, Hail, Hidden Power, Ice Beam, Hyper Beam, Protect, Rain Dance, Frustration, Return, Double Team, Aerial Ace, Facade, Rest, Attract, Round, Scald, Giga Impact, Swagger, Pluck, Substitute, Fly, Surf, Dive","Water Gun, Water Sport, Defog, Wing Attack, Water Pulse","Aerial Ace, BubbleBeam",FeatherDance,"Aqua Ring, Air Slash",Roost,Rain Dance,,Tailwind,Brave Bird,Hurricane
582,Vanillite,36,50,50,65,60,44,25,Ice,,Diminuto,Tiny,Ligero,Lightweight,1,,"Theoretically, this Pokémon formed from icicles bathed in energy from the morning sun. Their breath is -58° F.",Pokémon que ha nacido de un carámbano bañado por el sol de la mañana. Espira aliento a temperaturas de 50° bajo cero.,Ice Body,Ice Body,Weak Armor,50%,"Toxic, Hail, Hidden Power, Taunt, Ice Beam, Blizzard, Light Screen, Protect, Rain Dance, Frustration, Return, Double Team, Facade, Rest, Attract, Round, Explosion, Frost Breath, Swagger, Substitute, Flash Cannon","Icicle Spear, Harden, Astonish, Uproar, Icy Wind","Mist, Avalanche",Taunt,Mirror Shot,Acid Armor,Ice Beam,,Hail,"Mirror Coat, Blizzard",Sheer Cold
583,Vanillish,51,65,65,80,75,59,25,Ice,,Mediano,Medium,Ligero,Lightweight,6,lvl,"They cool down the surrounding air and create ice particles, which they use to freeze their foes.",Enfrían el aire a su alrededor y crean partículas de hielo mediante las cuales congelan a sus oponentes.,Ice Body,Ice Body,Weak Armor,50%,"Toxic, Hail, Hidden Power, Taunt, Ice Beam, Blizzard, Light Screen, Protect, Rain Dance, Frustration, Return, Double Team, Facade, Rest, Attract, Round, Explosion, Frost Breath, Swagger, Substitute, Flash Cannon","Icicle Spear, Harden, Astonish, Uproar, Icy Wind","Mist, Avalanche",Taunt,Mirror Shot,Acid Armor,,Ice Beam,,"Hail, Mirror Coat","Blizzard, Sheer Cold"
584,Vanilluxe,71,95,85,110,95,79,25,Ice,,Mediano,Medium,Intermedio,Middleweight,9,lvl,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.","Absorben grandes cantidades de agua y la transforman en ventisca en su cuerpo, expulsándola cuando se enojan.",Ice Body,Ice Body,Weak Armor,50%,"Toxic, Hail, Hidden Power, Taunt, Ice Beam, Blizzard, Hyper Beam, Light Screen, Protect, Rain Dance, Frustration, Return, Double Team, Facade, Rest, Attract, Round, Explosion, Giga Impact, Frost Breath, Swagger, Substitute, Flash Cannon","Weather Ball, Icicle Spear, Harden, Astonish, Uproar, Icy Wind","Mist, Avalanche",Taunt,Mirror Shot,Acid Armor,,Ice Beam,,"Hail, Mirror Coat","Blizzard, Sheer Cold"
585,Deerling,60,60,50,40,50,75,25,Normal,Grass,Pequeño,Small,Ligero,Lightweight,1,,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,"El color de su cuerpo cambia no solo con las estaciones, sino también con los cambios de humedad y temperatura.",Chlorophyll,Sap Sipper,Serene Grace,50%,"Toxic, Hidden Power, Sunny Day, Light Screen, Protect, Rain Dance, Safeguard, Frustration, SolarBeam, Return, Shadow Ball, Double Team, Facade, Rest, Attract, Round, Echoed Voice, Energy Ball, Retaliate, Flash, Thunder Wave, Work Up, Grass Knot, Swagger, Substitute, Wild Charge","Tackle, Camouflage, Growl, Sand-Attack, Double Kick, Leech Seed","Faint Attack, Tale Down",,Jump Kick,Aromatherapy,Energy Ball,Charm,Nature Power,Double-Edge,SolarBeam
586,Sawsbuck,80,100,70,60,70,95,25,Normal,Grass,Mediano,Medium,Intermedio,Middleweight,6,lvl,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.","Migra con el cambio de estación, por lo que hay quien considera a Sawsbuck el heraldo de la primavera.",Chlorophyll,Sap Sipper,Serene Grace,50%,"Toxic, Hidden Power, Sunny Day, Hyper Beam, Light Screen, Protect, Rain Dance, Safeguard, Frustration, SolarBeam, Return, Shadow Ball, Double Team, Facade, Rest, Attract, Round, Echoed Voice, Energy Ball, Retaliate, Giga Impact, Flash, Thunder Wave, Swords Dance, Work Up, Grass Knot, Swagger, Substitute, Wild Charge, Rock Smash, Cut","Megahorn, Tackle, Camouflage, Growl, Sand-Attack, Growl, Sand-Attack, Double Kick, Leech Seed","Faint Attack, Take Down",,Jump Kick,Aromatherapy,Energy Ball,"Charm, Horn Leech",,Nature Power,"Double-Edge, SolarBeam"
587,Emolga,55,75,60,75,60,103,25,Electric,Flying,Diminuto,Tiny,Peso pluma,Featherweight,3,,It glides on its outstretched membrane while shocking foes with the electricity stored in the pouches on its cheeks.,Puede volar al extender sus membranas y electrocutar a sus enemigos mediante la electricidad acumulada en sus mejillas.,Static,Static,Motor Drive,50%,"Toxic, Hidden Power, Taunt, Light Screen, Protect, Rain Dance, Frustration, Thunderbolt, Thunder, Return, Double Team, Aerial Ace, Facade, Rest, Attract, Round, Fling, Charge Beam, Acrobatics, Flash, Volt Switch, Thunder Wave, Swagger, U-turn, Substitute, Wild Charge, Cut","ThunderShock, Quick Attack, Tail Whip, Charge, Spark","Pursuit, Double Team",Shock Wave,Electro Ball,Acrobatics,Light Screen,Encore,,"Volt Switch, Agility, Discharge",
