Name,Nombre,Type,Theme,Cat,PP,Att,Appeal,Acc,Effect,Efecto
Octazooka,Pulpocañón,Water,Tough,Special,30,2d6,3,-15,Throw 1d10 and if the result is equal or less than 2 it will lower opponent's accuracy.,Lanza 1d10 y si el resultado es igual o menor que 2 disminuirá la precisión del oponente.
Odor Sleuth,Rastreo,Normal,Clever,Other,1,--,2,0,"Resets opponent's evasiveness, and allows normal- and fighting-type attacks to hit ghosts.",Restablece la evasión del oponente y permite que los ataques normales y de lucha golpeen a los fantasmas.
Ominous Wind,Viento aciago,Ghost,Beautiful,Special,35,1d12,1,0,Throw 1d10 and if the result is equal to 1 it will raise all user's stats at once.,Lanza 1d10 y si el resultado es igual a 1 aumentará las estadísticas de todos los usuarios a la vez.
Outrage,Enfado,Dragon,Cool,Physical,30,2d12,7,0,User attacks for 1d4 turns but then becomes confused.,El usuario ataca durante 1d4 turnos pero luego se confunde.
Overheat,Sofoco,Fire,Beautiful,Special,35,3d8,6,-10,Reduces -50 to the user's special attack.,Reduce -50 al ataque especial del usuario.
Pain Split,Divide dolor,Normal,Clever,Other,20,--,1,0,The user's and opponent's HP becomes the average of both.,Los hp del usuario y del oponente se convierten en el promedio de ambos.
Pay Day,Día de pago,Normal,Clever,Physical,20,2d4,2,0,Money is earned after the battle if battling another trainer (not trainer's).,El dinero se gana después de la batalla si se lucha contra otro entrenador (no contra el entrenador).
Payback,Vendetta,Dark,Tough,Physical,30,1d10,2,0,Power doubles if the user was attacked first.,El poder se duplica si el usuario fue atacado primero.
Peck,Picotazo,Flying,Cool,Physical,5,1d6,4,0,,
Perish Song,Canto mortal,Normal,Beautiful,Other,35,--,4,0,"Any pokémon in range when this attack is used faints in 3 turns, including user.","Cualquier Pokémon dentro del alcance cuando se usa este ataque se desmaya en 3 turnos, incluido el usuario."
Petal Dance,Danza pétalo,Grass,Beautiful,Special,30,2d12,6,0,User attacks for 1d4 turns but then becomes confused.,El usuario ataca durante 1d4 turnos pero luego se confunde.
Pin Missile,Pin misil,Bug,Cool,Physical,20,1d4,1,-15,Attemps to hit 1d4+1 times in one turn.,Intenta acertar 1d4+1 veces en un turno.
Pluck,Picoteo,Flying,Cute,Physical,20,1d12,3,0,"If the opponent is holding a berry, its effect is stolen by user.","Si el oponente sostiene una baya, el usuario roba su efecto."
Poison Fang,Colmillo veneno,Poison,Clever,Physical,25,1d10,4,0,Throw 1d10 and if the result is equal or less than 3 it will badly poison opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 envenenará gravemente al oponente.
Poison Gas,Gas venenoso,Poison,Clever,Other,1,--,3,-20,Poisons opponent.,Envenena al oponente.
Poison Jab,Puya nociva,Poison,Tough,Physical,20,3d4,4,0,Throw 1d10 and if the result is equal or less than 3 it will poison the opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente.
Poison powder,Polvo veneno,Poison,Clever,Other,5,--,3,-25,Poisons opponent.,Envenena al oponente.
Poison Sting,Picotazo veneno,Poison,Clever,Physical,5,1d2,2,0,Throw 1d10 and if the result is equal or less than 3 it will poison the opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente.
Poison Tail,Cola veneno,Poison,Clever,Physical,15,1d10,3,0,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll. Throw 1d10 and if the result is equal or less than 3 it will poison opponent.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100. Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente.
Pound,Destructor,Normal,Tough,Physical,5,2d4,4,0,,
Powder Snow,Nieve polvo,Ice,Beautiful,Special,15,2d4,4,0,Throw 1d10 and if the result is equal to 1 it will freeze opponent.,Lanza 1d10 y si el resultado es igual a 1 congelará al oponente.
Power Gem,Joya de luz,Rock,Beautiful,Special,20,3d4,4,0,,
Power Split,Isofuerza,Psychc,Clever,Other,30,--,1,0,Averages attack and special attack with the target.,Ataque promedio y ataque especial con el objetivo.
Power Swap,Cambiafuerza,Psychc,Clever,Other,30,--,1,0,User and opponent swap attack and special attack.,Usuario y oponente intercambian ataques y ataques especiales.
Power Trick,Truco fuerza,Psychc,Clever,Other,30,--,2,0,User's own attack and defense switch.,Cambio de ataque y defensa propio del usuario.
Power Whip,Latigazo,Grass,Tough,Physical,30,2d12,1,-15,,
Present,Presente,Normal,Cute,Physical,25,--,3,-10,"Throw 1d10 and if the result is 1-4 does 2d4 damage, if 5-7 does 3d4 damage, if 8 does 4d4 damage and if 9-10 heals the target 2d4.","Lanza 1d10 y si el resultado es 1-4 hace 2d4 de daño, si 5-7 hace 3d4 de daño, si 8 hace 4d4 de daño y si 9-10 cura al objetivo 2d4."
Protect,Protección,Normal,Cute,Other,30,--,2,0,"Protects the user for a round, after the first consecutive time, roll 1d2, if 1 the effect goes on. Increase the die size each time until fail.","Protege al usuario durante una ronda, después de la primera vez consecutiva, tira 1d2, si 1 el efecto continúa. Aumente el tamaño del troquel cada vez hasta que falle."
Psybeam,Psicorrayo,Psychc,Beautiful,Special,20,2d6,3,0,Throw 1d10 and if the result is equal or less than 3 it will confuse opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 confundirá al oponente.
Psych Up,Autosugestión,Normal,Clever,Other,30,--,2,0,Copies the opponent's stat changes.,Copia los cambios de estadísticas del oponente.
Psychic,Psíquico,Psychc,Clever,Special,30,2d8,4,0,Throw 1d10 and if the result is equal to 1 it will lower opponent's special defense.,Lanza 1d10 y si el resultado es igual a 1 bajará la defensa especial del oponente.
Psycho Boost,Psicoataque,Psychc,Clever,Special,35,3d8,6,-10,Reduces -50 to the user's special attack.,Reduce -50 al ataque especial del usuario.
Psycho Cut,Psicocorte,Psychc,Cool,Physical,20,3d4,4,0,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100.
Psycho Shift,Psicocambio,Psychc,Clever,Other,30,--,2,-10,Transfers user's status condition to the opponent.,Transfiere la condición de estado del usuario al oponente.
Psyshock,Psicocarga,Psychc,Beautiful,Special,30,3d4,1,0,"Inflicts damage based on the target's defense, not special defense.","Inflige daño basado en la defensa del objetivo, no en una defensa especial."
Psystrike,Onda mental,Psychc,Cool,Special,30,2d10,3,0,"Inflicts damage based on the target's defense, not special defense.","Inflige daño basado en la defensa del objetivo, no en una defensa especial."
Psywave,Psicoonda,Psychc,Clever,Special,25,--,1,-20,"Damage is xd4, where X is the result of throwing 1d6 and half your level.","El daño es xd4, donde X es el resultado de lanzar 1d6 y la mitad de tu nivel."
Punishment,Castigo,Dark,Cool,Physical,35,1d12,2,0,Power increases by 1d4 for each time the opponent has raised their stats.,El poder aumenta en 1d4 cada vez que el oponente ha aumentado sus estadísticas.
Pursuit,Persecución,Dark,Clever,Physical,20,2d4,2,0,Double power if the opponent is switching out.,Doble poder si el oponente está cambiando.
Quash,Último lugar,Dark,Clever,Other,25,--,3,0,Makes the target act last this turn.,Hace que el objetivo actúe durante este turno.
Quick Attack,Ataque rápido,Normal,Cool,Physical,10,2d4,3,0,"User may use this move before opponent's moves, counting as an action for next user's turn.","El usuario puede usar este movimiento antes de los movimientos del oponente, contando como una acción para el turno del siguiente usuario."
Quick Guard,Anticipo,Fight,Cool,Other,25,--,2,0,Protects the user's team from high-priority moves.,Protege al equipo del usuario de movimientos de alta prioridad.
Quiver Dance,Danza aleteo,Bug,Beautiful,Other,20,--,1,0,"Adds +25 to user's special attack, special defense and speed.","Agrega +25 al ataque especial, defensa especial y velocidad del usuario."
Rage,Furia,Normal,Tough,Physical,20,1d4,1,0,Adds +25 to user's attack when hit.,Agrega +25 al ataque del usuario cuando es golpeado.
Rage Powder,Polvo ira,Bug,Clever,Other,20,--,3,0,"Forces attacks to hit user, not team-mates.","Obliga a que los ataques golpeen al usuario, no a sus compañeros de equipo."
Rain Dance,Danza lluvia,Water,Beautiful,Other,35,--,1,0,Makes it rain for 5 turns.,Hace llover durante 5 turnos.
Rapid Spin,Giro rápido,Normal,Cool,Physical,1,1d4,1,0,Adds +25 to user's speed and removes entry hazards and trap move effects.,Agrega +25 a la velocidad del usuario y elimina los peligros de entrada y los efectos de movimiento de trampa.
Razor Leaf,Hoja afilada,Grass,Cool,Physical,15,1d10,4,-5,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100.
Razor Shell,Concha filo,Water,Cool,Physical,30,3d4,3,-5,Throw 1d10 and if the result is equal to 1 it will lower opponent's defense.,Lanza 1d10 y si el resultado es igual a 1 bajará la defensa del oponente.
Razor Wind,Viento cortante,Normal,Cool,Special,30,3d4,3,0,"Charges on first round, attacks on second. Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.","Cargas en el primer asalto, ataques en el segundo. Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100."
Recover,Recuperación,Normal,Clever,Other,30,--,2,0,User recovers half its maximum HP.,El usuario recupera la mitad de su hp máximo.
Recycle,Reciclaje,Normal,Clever,Other,30,--,1,0,User's used hold item is restored.,Se restaura el artículo en espera usado por el usuario.
Reflect,Reflejo,Psychc,Clever,Other,20,--,2,0,Halves damage from physical attacks for 5 turns.,Reduce a la mitad el daño de los ataques físicos durante 5 turnos.
Reflect Type,Clonatipo,Normal,Clever,Other,25,--,2,0,User becomes the target's type.,El usuario se convierte en el tipo de objetivo.
Refresh,Alivio,Normal,Cute,Other,20,--,2,0,"Cures paralysis, poison, and burns.","Cura parálisis, envenenamiento y quemaduras."
Relic Song,Canto arcaico,Normal,Beautiful,Special,30,3d4,2,0,Throw 1d10 and if the result is equal to 1 it will put the target to sleep.,Lanza 1d10 y si el resultado es igual a 1 pondrá a dormir al objetivo.
Rest,Descanso,Psychc,Cute,Other,30,--,1,0,"User sleeps for 2 turns, but user is fully healed.","El usuario duerme durante 2 turnos, pero está completamente curado."
Retaliate,Represalia,Normal,Cool,Physical,35,3d4,3,0,Inflicts double damage if a teammate fainted on the last round.,Inflige el doble de daño si un compañero de equipo se desmayó en la última ronda.
Return,Retribución,Normal,Cute,Physical,20,1d6,4,0,Power increases by 1d6 with every level up done with the trainer (maximum increase of 5d6).,El poder aumenta en 1d6 con cada nivel que se realiza con el entrenador (aumento máximo de 5d6).
Revenge,Desquite,Fight,Tough,Physical,30,1d12,2,0,"User charges until last this round, and power increases by 1d12 if the user was hit during the charging.",El usuario carga hasta el final de esta ronda y el poder aumenta en 1d12 si el usuario fue golpeado durante la carga.
Reversal,Inversión,Fight,Cool,Physical,25,--,1,0,Damage is equal to user's maximum HP - user's current HP.,El daño es igual al HP máximo del usuario: el HP actual del usuario.
Roar,Rugido,Normal,Cool,Other,20,--,3,0,"In battles, the opponent switches. In the wild, the pokémon runs.","En las batallas, el oponente cambia. En estado salvaje, el pokémon corre."
Roar Of Time,Distorsión,Dragon,Beautiful,Special,35,3d10,4,-10,User must recharge next turn.,El usuario debe recargar el próximo turno.
Rock Blast,Pedrada,Rock,Tough,Physical,30,1d4,1,-10,Attemps to hit 1d4+1 times in one turn.,Intenta acertar 1d4+1 veces en un turno.
Rock Climb,Treparrocas,Normal,Tough,Physical,20,2d8,3,-15,Throw 1d10 and if the result is equal or less than 2 it will confuse opponent.,Lanza 1d10 y si el resultado es igual o menor que 2 confundirá al oponente.
Rock Polish,Pulimento,Rock,Tough,Other,20,--,3,0,Adds +33 to user's speed.,Agrega +33 a la velocidad del usuario.
Rock Slide,Avalancha,Rock,Tough,Physical,30,3d4,2,-10,Throw 1d10 and if the result is equal or less than 3 it will cause flinching. Hits all opposing pokémon in range.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento. Golpea a todos los Pokémon enemigos dentro de su alcance.
Rock Smash,Golpe roca,Fight,Tough,Physical,25,2d4,4,0,Throw 1d10 and if the result is equal or less than 5 it will lower opponent's defense.,Lanza 1d10 y si el resultado es igual o menor a 5 bajará la defensa del oponente.
Rock Throw,Lanzarrocas,Rock,Tough,Physical,25,1d10,4,-10,,
Rock Tomb,Tumba rocas,Rock,Clever,Physical,30,1d10,3,-20,Reduces -25 to opponent's speed.,Reduce -25 a la velocidad del oponente.
Rock Wrecker,Romperrocas,Rock,Tough,Physical,35,3d10,4,-10,User must recharge next turn.,El usuario debe recargar el próximo turno.
Role Play,Imitación,Psychc,Cute,Other,30,--,1,0,User copies the opponent's ability.,El usuario copia la habilidad del oponente.
Rolling Kick,Patada giro,Fight,Cool,Physical,25,1d12,4,-15,Throw 1d10 and if the result is equal or less than 3 it will cause flinching.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento.
Rollout,Rodar,Rock,Cute,Physical,20,1d6,3,-10,Adds 1d6 in power each turn for 5 turns. User cannot use another move.,Añade 1d6 de poder cada turno durante 5 turnos. El usuario no puede utilizar otro movimiento.
Roost,Respiro,Flying,Clever,Other,30,--,4,0,User recovers half of its maximum HP and loses the flying type until next round.,El usuario recupera la mitad de su HP máximo y pierde el tipo volador hasta la siguiente ronda.
Round,Canon,Normal,Beautiful,Special,25,1d12,2,0,Power increases if teammates use it in the same round.,El poder aumenta si los compañeros de equipo lo usan en la misma ronda.
Sacred Fire,Fuego sagrado,Fire,Beautiful,Physical,35,2d10,3,-5,Throw 1d10 and if the result is equal or less than 5 it will burn opponent.,Lanza 1d10 y si el resultado es igual o menor a 5 quemará al oponente.
Sacred Sword,Espada santa,Fight,Cool,Physical,20,2d8,2,0,Ignores opponent's stat changes.,Ignora los cambios de estadísticas del oponente.
Safeguard,Velo sagrado,Normal,Beautiful,Other,15,--,2,0,The user's party is protected from status conditions.,La parte del usuario está protegida de las condiciones de estado.
Sand attack,Ataque arena,Ground,Cute,Other,25,--,3,0,Reduces -25 to opponent's accuracy.,Reduce -25 a la precisión del oponente.
Sand Tomb,Bucle arena,Ground,Clever,Physical,25,1d6,3,-15,"Traps opponent, damaging them for 3+1d2 turns.",Atrapa al oponente y lo daña durante 3+1d2 turnos.
Sandstorm,Tormenta de arena,Rock,Tough,Other,30,--,2,0,Creates a sandstorm for 5 turns.,Crea una tormenta de arena durante 5 turnos.
Scald,Escaldar,Water,Tough,Special,25,3d4,2,0,Throw 1d10 and if the result is equal or less than 3 it will burn opponent.,Lanza 1d10 y si el resultado es igual o menor a 3 quemará al oponente.
Scary Face,Cara susto,Normal,Tough,Other,30,--,3,0,Reduces -50 to the opponent's speed.,Reduce -50 a la velocidad del oponente.
Scratch,Arañazo,Normal,Tough,Physical,5,2d4,4,0,,
Screech,Chirrido,Normal,Clever,Other,1,--,3,-15,Reduces -50 to the opponent's defense.,Reduce -50 a la defensa del oponente.
Searing Shot,Bomba ígnea,Fire,Cool,Special,35,2d10,3,0,Throw 1d10 and if the result is equal or less than 3 it will burn opponent.,Lanza 1d10 y si el resultado es igual o menor a 3 quemará al oponente.
Secret Power,Daño secreto,Normal,Clever,Physical,20,3d4,1,0,"Effects of the attack vary with the location; urban:paralysis, sand:reduces -25 to accuracy, cave:flinches, grass:sleep, water:reduces -25 to Attack, snow:freezes.","Los efectos del ataque varían según la ubicación; urbano:parálisis, arena:reduce -25 a la precisión, cueva:se estremece, hierba:dormir, agua:reduce -25 al ataque, nieve:se congela."
Secret Sword,Sable místico,Fight,Beautiful,Special,30,2d8,3,0,"Inflicts damage based on the target's defense, not special defense.","Inflige daño basado en la defensa del objetivo, no en una defensa especial."
Seed Bomb,Bomba germen,Grass,Tough,Physical,25,3d4,4,0,,
Seed Flare,Fulgor semilla,Grass,Beautiful,Special,35,2d12,6,-15,Throw 1d10 and if the result is equal or less than 2 it will lower opponent's special defense.,Lanza 1d10 y si el resultado es igual o menor a 2 bajará la defensa especial del oponente.
Seismic Toss,Sísmico,Fight,Tough,Physical,20,--,3,0,Inflicts damage equal to double the user's level.,Inflige daño equivalente al doble del nivel del usuario.
Self-destruct,Autodestrucción,Normal,Beautiful,Physical,35,2d20,7,0,User faints. Hits all pokémon in range.,El usuario se desmaya. Golpea a todos los pokémon dentro del alcance.
Shadow Ball,Bola sombra,Ghost,Clever,Special,25,3d4,4,0,Throw 1d10 and if the result is equal or less than 2 it will lower opponent's special defense.,Lanza 1d10 y si el resultado es igual o menor a 2 bajará la defensa especial del oponente.
Shadow Claw,Garra umbría,Ghost,Cool,Physical,25,3d4,4,0,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100.
Shadow Force,Golpe umbrío,Ghost,Cool,Physical,35,2d12,1,0,"Disappears on first round, attacks on second. Can strike through protect/detect.","Desaparece en el primer asalto, ataca en el segundo. Puede atravesar protección/detección."
Shadow Punch,Puño sombra,Ghost,Clever,Physical,20,1d12,2,0,Ignores defenses.,Ignora las defensas.
Shadow Sneak,Sombra vil,Ghost,Clever,Physical,10,2d4,3,0,"User may use this move before opponent's moves, counting as an action for next user's turn.","El usuario puede usar este movimiento antes de los movimientos del oponente, contando como una acción para el turno del siguiente usuario."
Sharpen,Afilar,Normal,Cute,Other,10,--,1,0,Adds +25 to user's attack.,Agrega +25 al ataque del usuario.
Sheer Cold,Frío polar,Ice,Beautiful,Special,35,--,2,-70,"One-hit-ko, if it hits.","One-hit-ko, si acierta."
Shell Smash,Rompecoraza,Normal,Tough,Other,25,--,3,0,"Adds +33 to user's attack, special attack and speed but reduces -25 to defense and special defense.","Agrega +33 al ataque, ataque especial y velocidad del usuario, pero reduce -25 a la defensa y la defensa especial."
Shift Gear,Cambio de marcha,Steel,Clever,Other,30,--,1,0,Adds +25 to user's attack and adds +33 to speed.,Agrega +25 al ataque del usuario y agrega +33 a la velocidad.
Shock Wave,Onda voltio,Electr,Cool,Special,20,1d12,2,0,Ignores defenses.,Ignora las defensas.
Signal Beam,Rayo señal,Bug,Beautiful,Special,25,3d4,3,0,Throw 1d10 and if the result is equal or less than 2 it will confuse opponent.,Lanza 1d10 y si el resultado es igual o menor que 2 confundirá al oponente.
Silver Wind,Viento plata,Bug,Beautiful,Special,35,1d12,1,0,Throw 1d10 and if the result is equal to 1 it will raise all stats of user at once.,"Lanza 1d10 y si el resultado es igual a 1, aumentará todas las estadísticas del usuario a la vez."
Simple Beam,Onda simple,Normal,Cute,Other,25,--,3,0,Changes target's ability to simple.,Cambia la habilidad del objetivo a simple.
Sing,Canto,Normal,Cute,Other,25,--,2,-45,Puts opponent to sleep.,Pone a dormir al oponente.
Sketch,Esquema,Normal,Clever,Other,40,--,1,0,Permanently copies the opponent's last move for the duration of the battle.,Copia permanentemente el último movimiento del oponente durante la batalla.
Skill Swap,Intercambio,Psychc,Clever,Other,30,--,1,0,The user swaps abilities with the opponent.,El usuario intercambia habilidades con el oponente.
Skull Bash,Cabezazo,Normal,Tough,Physical,25,2d10,3,0,"Adds +25 to defense on first round, attacks on second.",Agrega +25 a la defensa en el primer asalto y ataca en el segundo.
Sky Attack,Ataque aéreo,Flying,Cool,Physical,35,3d8,3,-10,"Charges on first round, attacks on second. Throw 1d10 and if the result is equal or less than 3 it will cause flinching. Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.","Cargas en el primer asalto, ataques en el segundo. Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento. Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100."
Sky Drop,Caída libre,Flying,Tough,Physical,30,1d12,3,0,"Takes opponent into the air on first round, drops them on second round.",Lleva al oponente al aire en la primera ronda y lo deja caer en la segunda ronda.
Sky Uppercut,Gancho alto,Fight,Cool,Physical,25,2d8,2,-10,"Hits the opponent, even during fly.","Golpea al oponente, incluso durante el vuelo."
Slack Off,Relajo,Normal,Cute,Other,30,--,4,0,User recovers half its maximum HP.,El usuario recupera la mitad de su hp máximo.
Slam,Atizar,Normal,Tough,Physical,20,3d4,4,-25,,
Slash,Cuchillada,Normal,Cool,Physical,20,3d4,4,0,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100.
Sleep Powder,Somnífero,Grass,Clever,Other,25,--,1,-25,Puts opponent to sleep.,Pone a dormir al oponente.
Sleep Talk,Sonámbulo,Normal,Cute,Other,30,--,1,0,User performs one of its own moves while sleeping. The move is chosen by throwing 1d6.,El usuario realiza uno de sus propios movimientos mientras duerme. El movimiento se elige lanzando 1d6.
Sludge,Residuos,Poison,Tough,Special,20,2d6,2,0,Throw 1d10 and if the result is equal or less than 3 it will poison opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente.
Sludge Bomb,Bomba lodo,Poison,Tough,Special,30,2d8,2,0,Throw 1d10 and if the result is equal or less than 3 it will poison opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente.
Sludge Wave,Onda tóxica,Poison,Tough,Special,30,2d8,3,0,Throw 1d10 and if the result is equal or less than 3 it will poison opponent. Hits all pokémon in range.,Lanza 1d10 y si el resultado es igual o menor que 3 envenenará al oponente. Golpea a todos los pokémon dentro del alcance.
Smack Down,Antiaéreo,Rock,Tough,Physical,25,1d10,2,0,Makes flying-type pokémon vulnerable to ground moves.,Hace que los Pokémon de tipo volador sean vulnerables a los movimientos terrestres.
Smelling salts,Estímulo,Normal,Tough,Physical,30,1d12,3,0,"Power doubles if opponent is paralyzed, but cures it.","El poder se duplica si el oponente queda paralizado, pero lo cura."
Smog,Polución,Poison,Tough,Special,20,1d4,4,-30,Throw 1d10 and if the result is equal or less than 4 it will poison opponent.,Lanza 1d10 y si el resultado es igual o menor que 4 envenenará al oponente.
Smokescreen,Pantalla de humo,Normal,Clever,Other,20,--,2,0,Reduces -25 to opponent's accuracy.,Reduce -25 a la precisión del oponente.
Snarl,Alarido,Dark,Tough,Special,25,1d10,4,-5,Reduces -25 to opponent's special attack.,Reduce -25 al ataque especial del oponente.
Snatch,Robo,Dark,Clever,Other,30,--,1,0,Steals the effects of the opponent's next move.,Roba los efectos del siguiente movimiento del oponente.
Snore,Ronquido,Normal,Cute,Special,25,2d4,4,0,Can only be used if asleep. Throw 1d10 and if the result is equal or less than 3 it will cause flinching.,Sólo se puede utilizar si se está dormido. Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento.
Soak,Empapar,Water,Cute,Other,20,--,2,0,Changes the target's type to water.,Cambia el tipo de objetivo a agua.
Soft-boiled,Ovocuración,Normal,Cute,Other,30,--,2,0,User recovers half its maximum HP.,El usuario recupera la mitad de su hp máximo.
Solar beam,Rayo solar,Grass,Cool,Special,30,2d12,3,0,"Charges on first round, attacks on second.","Cargas en el primer asalto, ataques en el segundo."
Sonic boom,Bomba sónica,Normal,Cool,Special,20,--,3,-10,Always inflicts 20 HP damage.,Siempre inflige 20 hp de daño.
Spacial Rend,Corte vacío,Dragon,Beautiful,Special,35,2d10,6,-5,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100.
Spark,Chispa,Electr,Cool,Physical,20,2d6,4,0,Throw 1d10 and if the result is equal or less than 3 it will paralyze opponent.,Lanza 1d10 y si el resultado es igual o menor que 3 paralizará al oponente.
Spider Web,Telaraña,Bug,Cool,Other,30,--,2,0,Opponent cannot escape/switch.,El oponente no puede escapar/cambiar.
Spike Cannon,Clavo cañón,Normal,Cool,Physical,25,1d4,1,0,Attemps to hit 1d4+1 times in one turn.,Intenta acertar 1d4+1 veces en un turno.
Spikes,Púas,Ground,Clever,Other,20,--,2,0,"Places spikes in an area of MAtt radius. For every layer, makes 1d6 damage to any pokénon that steps in, up to 3d6. Flying-type pokémon may ignore if not grounded.","Coloca picos en un área de radio MAtt. Por cada capa, hace 1d6 de daño a cualquier pokénon que intervenga, hasta 3d6. Los Pokémon de tipo volador pueden ignorar si no están castigados."
Spit Up,Escupir,Normal,Tough,Special,30,--,1,0,Makes 1d10 damage for every time the user performed Stockpile.,Causa 1d10 de daño por cada vez que el usuario realizó Stockpile.
Spite,Rencor,Ghost,Tough,Other,30,--,2,0,The opponent's last move loses 2d10 PP.,El último movimiento del oponente pierde 2d10 PP.
Splash,Salpicadura,Normal,Cute,Other,1,--,4,0,Doesn't do anything.,No hace nada.
Spore,Espora,Grass,Beautiful,Other,25,--,1,0,Puts opponent to sleep.,Pone a dormir al oponente.
Stealth Rock,Trampa rocas,Rock,Cool,Other,20,--,2,0,"Places rocks in an area of MAtt radius. For every layer, makes 1d12 damage to any pokemon that steps in. Flying-type pokémon may ignore if not grounded.","Coloca rocas en un área de radio MAtt. Por cada capa, causa 1d12 de daño a cualquier Pokémon que intervenga. Los Pokémon de tipo volador pueden ignorarlo si no están castigados."
Steamroller,Rodillo de púas,Bug,Tough,Physical,20,2d6,3,0,Throw 1d10 and if the result is equal or less than 3 it will cause flinching.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento.
Steel Wing,Ala de acero,Steel,Cool,Physical,15,3d4,3,-10,Throw 1d10 and if the result is equal to 1 it will raise user's defense.,Lanza 1d10 y si el resultado es igual a 1 aumentará la defensa del usuario.
Stockpile,Reserva,Normal,Tough,Other,20,--,1,0,Stores energy for use with Spit Up and Swallow.,Almacena energía para usar con Spit Up and Swallow.
Stomp,Pisotón,Normal,Tough,Physical,20,2d6,4,0,Throw 1d10 and if the result is equal or less than 3 it will cause flinching.,Lanza 1d10 y si el resultado es igual o menor que 3 provocará un estremecimiento.
Stone Edge,Roca afilada,Rock,Tough,Physical,35,2d10,3,-20,Critical hit with 25 more than defense or with 80 or more in the 1d100 attack roll.,Golpe crítico con 25 más que defensa o con 80 o más en la tirada de ataque 1d100.
Stored Power,Poder reserva,Psychc,Clever,Special,30,1d4,1,0,Power increases by 1d4 for every time the user's stats have been raised.,El poder aumenta en 1d4 cada vez que se aumentan las estadísticas del usuario.
Storm Throw,Llave corsé,Fight,Cool,Physical,30,2d4,2,0,Always results in a critical hit.,Siempre resulta en un golpe crítico.
Strength,Fuerza,Normal,Tough,Physical,25,3d4,4,0,,
String Shot,Disparo demora,Bug,Clever,Other,1,--,2,-5,Reduces -50 to the opponent's speed.,Reduce -50 a la velocidad del oponente.
Struggle Bug,Estoicismo,Bug,Cute,Special,20,1d6,2,0,Reduces -25 to opponent's special attack.,Reduce -25 al ataque especial del oponente.
Stun Spore,Paralizador,Grass,Clever,Other,10,--,2,-25,Paralyzes opponent.,Paraliza al oponente.
Submission,Sumisión,Fight,Cool,Physical,15,3d4,7,-20,User receives 1d2 recoil damage.,El usuario recibe 1d2 de daño por retroceso.
Substitute,Sustituto,Normal,Cute,Other,30,--,2,0,Uses 1d20 HP to creates a decoy next to user that takes hits. Decoy has as much HP as lost to create it.,Utiliza 1d20 HP para crear un señuelo junto al usuario que recibe golpes. Decoy tiene tanto HP como perdió para crearlo.
Sucker Punch,Golpe bajo,Dark,Clever,Physical,35,3d4,3,0,"User may use this move before opponent's moves, counting as an action for next user's turn. But only works if opponent is readying an attack.","El usuario puede usar este movimiento antes de los movimientos del oponente, contando como una acción para el turno del siguiente usuario. Pero sólo funciona si el oponente está preparando un ataque."
Sunny Day,Día soleado,Fire,Beautiful,Other,35,--,1,0,Makes it sunny for 5 turns.,Hace que haga sol durante 5 turnos.
Super Fang,Superdiente,Normal,Tough,Physical,30,--,2,-10,Damage is always half the opponent's HP.,El daño es siempre la mitad del HP del oponente.
Superpower,Fuerza bruta,Fight,Tough,Physical,35,2d12,6,0,Reduces -25 to user's attack and defense.,Reduce -25 al ataque y defensa del usuario.
Supersonic,Supersónico,Normal,Clever,Other,20,--,3,-45,Confuses opponent.,Confunde al oponente.
Surf,Surf,Water,Beautiful,Special,25,2d8,2,0,Hits all pokémon in range.,Golpea a todos los pokémon dentro del alcance.
